JSON_Name1,alcohol,chlorides,citricacid,density,fixedacidity,freesulfurdioxide,id,ph,quality,residualsugar,sulphates,totalsulfurdioxide,volatileacidity,winetype
652,9.5,0.118,0.2,0.9946,6.4,61,653,3.24,6,5.7,0.43,172,0.36,white
470,10.5,0.031,0.35,0.9938,6.6,36,471,3.19,5,7.7,0.37,135,0.24,white
2161,11.8,0.036,0.29,0.98938,6.1,25,2162,3.06,6,2.2,0.44,100,0.34,white
1125,11,0.084,0.02,0.99892,8.3,6,1126,3.48,3,3.4,0.49,11,1.02,red
4786,10.9,0.119,0.04,0.9962,8.8,14,4787,3.21,6,2.2,0.6,56,0.55,red
1018,10.6,0.038,0.3,0.9928,6.7,18,1019,3.36,6,2.1,0.63,130,0.31,white
5961,10.4,0.088,0.31,0.9957,8.9,12,5962,3.17,6,2,0.55,19,0.32,red
1750,10.6,0.02,0.25,0.994,5.7,7,1751,3.39,5,10.4,0.37,57,0.26,white
46,10.4,0.031,0.44,0.9946,6.8,35,47,3.16,6,9.3,0.36,137,0.28,white
4635,10.4,0.075,0.49,0.9969,12.2,3,4636,3.13,5,1.4,0.63,6,0.45,red
2331,11.2,0.033,0.3,0.99479,6.6,31,2332,3.12,6,12.9,0.39,177,0.28,white
5017,9.3,0.053,0.56,0.9981,6.6,32,5018,3.11,5,15.4,0.49,141,0.26,white
3096,13.5,0.033,0.4,0.98934,7.1,26,3097,3.2,7,1.95,0.45,118,0.36,white
4736,12.3,0.033,0.2,0.99002,5.2,17,4737,3.34,6,1.7,0.48,74,0.335,white
361,11.45,0.046,0.29,0.9902,7.5,34,362,3.04,6,1.1,0.39,84,0.24,white
1515,10.4,0.11,0.37,1.0026,10.1,11,1516,3.32,6,5.1,0.64,65,0.65,red
3703,10.3,0.039,0.41,0.99678,6.5,47,3704,3.28,7,14.2,0.72,129,0.18,white
3876,12.4,0.029,0.45,0.98998,6.2,37,3877,3.25,6,2.9,0.6,94,0.32,white
1102,9,0.044,0.13,0.99772,6.6,26,1103,3.24,5,12.8,0.47,158,0.42,white
3957,11.9,0.079,0.4,0.99512,8.6,3,3958,3.27,6,2.2,0.67,6,0.315,red
4723,10.7,0.04,0.33,0.9936,6.9,16,4724,3.26,6,4.8,0.64,131,0.24,white
6225,11.2,0.036,0.74,0.9926,7,27,6226,3.35,6,1.5,0.48,122,0.27,white
6286,10,0.054,0.39,0.9976,10.2,6,6287,3.17,5,1.9,0.47,17,0.67,red
2670,8.6,0.044,0.42,1.0003,8,45,2671,3.21,7,14.6,0.69,163,0.22,white
2323,10,0.084,0.08,0.9968,7.6,15,2324,3.21,5,2.7,0.59,48,0.42,red
4285,9,0.084,0.46,0.99773,7.6,55,4286,2.91,5,11.7,0.51,170,0.39,white
3868,9.4,0.055,0.19,0.9953,7,27,3869,3.29,5,4.9,0.41,127,0.12,white
5401,13.9,0.038,0.28,0.98711,5.8,40,5402,3.1,7,1.4,0.29,76,0.24,white
2914,10.6,0.025,0.3,0.992,6.4,33,2915,3.21,6,2.2,0.47,134,0.26,white
2156,12.9,0.032,0.28,0.98889,5.9,36,2157,3.08,7,1.3,0.64,95,0.24,white
184,12.3,0.04,0.31,0.99226,6.9,29,185,3.11,5,7.7,0.57,135,0.33,white
4701,13.3,0.033,0.42,0.9918,8.1,36,4702,2.98,7,6.6,0.39,141,0.43,white
5462,10.8,0.045,0.4,0.9914,7.2,31,5463,2.88,6,1.4,0.38,106,0.24,white
612,9.6,0.09,0.03,0.9959,7.6,7,613,3.2,5,2,0.56,20,0.95,red
6091,9.3,0.13,0.57,0.9927,6.6,58,6092,3.12,7,1.1,0.39,140,0.16,white
5795,10.55,0.065,0.17,0.99514,7,15,5796,3.44,7,1.7,0.68,24,0.56,red
2887,10.1,0.098,0.25,0.9964,6.9,5,2888,3.41,6,2.4,0.6,16,0.36,red
911,9.9,0.046,0.25,0.99606,6.4,66,912,3.17,6,10.7,0.55,179,0.26,white
4568,9,0.056,0.21,0.99827,6.9,49,4569,3.11,5,15.7,0.48,159,0.3,white
111,11.3,0.06,0.28,0.9935,7.2,41,112,3.08,6,7.2,0.59,132,0.22,white
3853,11,0.034,0.37,0.9913,6.7,35,3854,3.25,7,2.5,0.5,89,0.21,white
651,11.8,0.124,0.71,0.9984,11.5,6,652,3.01,7,4.4,0.83,15,0.54,red
2081,9.9,0.043,0.26,0.9936,5.7,28,2082,3.06,6,6.3,0.58,113,0.16,white
426,9.3,0.073,0.11,0.9955,6.5,13,427,3.34,5,1.8,0.52,38,0.52,red
4497,9.1,0.051,0.18,0.9975,6.9,26,4498,3.23,5,11.8,0.48,126,0.44,white
3184,11.9,0.066,0.4,0.9912,6.1,40.5,3185,3.25,6,1.4,0.59,165,0.21,red
1408,10.4,0.046,0.54,0.99454,6.2,58,1409,3.19,5,7,0.7,176,0.25,white
265,11.2,0.041,0.26,0.99104,6.8,29,266,3.04,5,1.2,0.35,182,0.22,white
1094,8.8,0.057,0.27,0.99807,7.3,45,1095,2.94,8,13.9,0.41,155,0.19,white
3497,9.2,0.097,0.08,0.9959,6.7,15,3498,3.28,5,1.8,0.54,65,0.58,red
4238,11.3,0.031,0.3,0.99032,6.2,23,4239,3.23,6,1,0.52,73,0.18,white
2796,10.9,0.061,0.02,0.99489,6.7,26,2797,3.39,6,1.9,0.82,42,0.67,red
672,10.8,0.099,0.33,0.99818,10.8,20,673,3.24,5,2.5,0.71,38,0.45,red
5954,12.8,0.047,0.4,0.99,6.8,34,5955,3.13,8,1.8,0.49,105,0.24,white
774,10.6,0.039,0.28,0.99539,6.4,19,775,3.2,6,12.6,0.43,124,0.35,white
5776,10.7,0.046,0.14,0.9959,7.5,18,5777,3.22,5,10.7,0.33,95,0.42,white
2149,9.6,0.048,0.5,0.9948,6.2,61,2150,3.19,5,6.5,0.45,186,0.32,white
5454,9.8,0.032,0.4,0.9963,7.2,34,5455,3.1,6,11.6,0.51,214,0.37,white
2919,9,0.062,0.3,0.99808,6.8,19,2920,3,7,12.8,0.52,171,0.18,white
2834,9.1,0.048,0.45,0.99576,6.5,52,2835,3.2,5,7.8,0.53,188,0.25,white
3546,10.9,0.082,0,0.9964,8.1,3,3547,3.54,5,1.8,0.48,12,1.33,red
3062,11,0.033,0.3,0.99109,8.3,20,3063,3.02,6,1.1,0.51,57,0.18,white
867,9.2,0.052,0.34,0.99627,7.4,44,868,3.11,5,8.3,0.52,168,0.38,white
1527,9.2,0.058,0.4,0.99322,7,30,1528,3.03,6,1.1,0.38,93,0.2,white
151,11.3,0.045,0.24,0.9922,6.6,36,152,3.15,7,3.9,0.64,138,0.23,white
3524,9.2,0.039,0.29,1.00037,7.3,69,3525,3.1,6,19.9,0.48,237,0.2,white
5930,11.6,0.089,0.09,0.99402,5.4,16,5931,3.67,6,1.7,0.56,26,0.74,red
6471,10.4,0.053,0.26,0.99976,7.7,36,6472,3.2,5,18.95,0.5,174,0.3,white
5667,12.4,0.074,0.39,0.99528,8.2,29,5668,3.32,7,2.5,0.88,48,0.33,red
3895,11,0.044,0.32,0.99185,6.5,34,3896,3.37,7,2,0.68,90,0.3,white
1573,8.8,0.053,0.44,1.0006,8.1,43,1574,3.28,8,14.1,0.75,145,0.17,white
5870,9.3,0.098,0.21,0.99657,7,13,5871,3.03,5,10.7,0.47,91,0.39,white
16,10.5,0.06,0.34,0.99705,6.8,42,17,3.24,3,15.1,0.52,162,0.26,white
4,12.6,0.02,0.19,0.9898,6,24,5,3.32,7,1.7,0.47,110,0.27,white
5542,8.8,0.044,0.51,0.9976,6.8,62,5543,3.19,5,11.8,0.44,163,0.37,white
1651,13.6,0.048,0.11,0.99182,5.3,16,1652,3.54,7,2.2,0.88,89,0.47,red
3377,10.1,0.095,0.03,0.995,7.5,25,3378,3.35,5,1.8,0.54,99,0.6,red
6466,9.2,0.04,0.18,0.99736,6.4,21,6467,3.14,5,15,0.5,116,0.29,white
4047,11.1,0.048,0.39,0.99133,6.9,25,4048,3.2,7,2.4,0.54,157,0.35,white
3730,9.8,0.053,0.48,0.99472,6.3,34,3731,3.18,5,7.4,0.53,149,0.3,white
2172,10.8,0.077,0.02,0.99557,7.5,11,2173,3.36,6,2.6,0.62,35,0.57,red
3765,9.4,0.058,0.49,0.9965,6.9,39,3766,3.65,4,1.6,0.52,166,0.26,white
471,9.7,0.08,0.02,0.99524,6.7,36,472,3.1,5,2.2,0.53,111,0.48,red
2445,10.4,0.121,0.24,0.99508,7.3,32,2446,3.17,8,8.1,0.38,162,0.17,white
4908,12.1,0.03,0.49,0.9902,6.5,16,4909,3.1,7,2.9,0.49,94,0.36,white
2801,13.5,0.033,0.3,0.98894,6.5,39,2802,3.22,7,2.2,0.53,107,0.37,white
3259,10,0.054,0.38,0.9946,7.5,19,3260,3.24,5,1.8,0.44,101,0.15,white
4643,11,0.039,0.21,0.99328,8.7,28,4644,2.96,4,5.6,0.52,67,0.31,white
5822,10,0.076,0.18,0.9975,7.8,17,5823,3.43,5,2.3,0.59,54,0.59,red
2260,8.6,0.041,0.69,0.9977,7.3,58,2261,3.06,5,10.2,0.45,160,0.31,white
2197,9.8,0.074,0.01,0.99748,7.4,13,2198,3.48,5,2,0.65,38,0.61,red
3886,9.3,0.049,0.49,0.996,6.6,53,3887,3.16,5,7.7,0.4,217,0.325,white
2676,9.5,0.049,0.19,0.99514,6.3,47,2677,3.22,5,7.7,0.48,184,0.3,white
541,9.4,0.089,0.18,0.99738,8.8,12,542,3.14,5,2.9,0.54,74,0.59,red
4974,11,0.035,0.56,0.9918,7,20,4975,3.23,6,2,0.53,95,0.25,white
464,10.3,0.08,0.32,0.9974,7.8,29,465,3.31,5,2.8,0.64,58,0.43,red
1376,10.55,0.043,0.25,0.9972,6.8,30,1377,3.36,6,10.5,0.55,165,0.31,white
5486,12.9,0.03,0.3,0.9892,6.7,18,5487,3.16,4,1.2,0.6,76,0.64,white
2077,9,0.178,0.09,0.9962,7.3,10,2078,3.3,5,1.7,0.57,89,1.07,red
4632,9.5,0.083,0.41,0.9982,9.9,11,4633,3.21,5,2.3,0.5,61,0.35,red
1244,9.8,0.047,0.28,0.99532,7.4,29,1245,3.16,7,9.1,0.47,95,0.2,white
3522,11.7,0.063,0.33,0.99516,9.1,13,3523,3.26,7,2.05,0.84,27,0.29,red
5663,9.5,0.075,0.22,0.99688,8,13,5664,3.24,6,2.3,0.54,81,0.715,red
3359,9,0.097,0,0.99675,7.2,14,3360,3.37,6,1.9,0.58,38,0.63,red
1471,12,0.039,0.28,0.9907,5.9,55,1472,3.44,6,3.5,0.44,152,0.62,white
1999,9,0.042,0.5,0.9984,7.5,57,2000,3.09,6,12.8,0.46,184,0.38,white
4735,9.4,0.086,0.28,0.9979,9.6,30,4736,3.24,5,2.4,0.53,147,0.88,red
305,12.8,0.044,0.34,0.99105,7.3,34,306,3.36,8,2.7,0.53,108,0.3,white
3486,12.2,0.021,0.43,0.99,7.3,20,3487,3.08,6,2,0.56,69,0.24,white
5608,10.7,0.087,0.06,0.9965,7.9,27,5609,3.36,6,4,0.67,61,0.545,red
301,10.8,0.045,0.37,0.99519,6.3,58,302,3.2,5,11.8,0.35,130,0.2,white
5825,12,0.034,0.35,0.9924,7.5,12,5826,3.16,7,6,0.39,126,0.34,white
3358,12.3,0.047,0.44,0.991,7.2,51,3359,3.01,6,4.2,0.76,144,0.34,white
4940,10.5,0.068,0.1,0.99562,7.3,4,4941,3.3,5,2.6,0.47,14,0.49,red
2508,10,0.053,0.28,0.9964,5.9,40,2509,3.72,4,4.6,0.7,199,0.21,white
3104,10.3,0.048,0.28,0.9949,7.1,50,3105,3.13,6,9.3,0.49,141,0.29,white
5183,9.5,0.041,0.26,0.9941,6.5,40,5184,3.34,6,1.4,0.72,141,0.18,white
2188,11.5,0.132,0.52,0.99734,10.9,17,2189,3.28,6,1.8,0.77,44,0.32,red
5557,12.1,0.044,0.31,0.98998,5.8,35,5558,3.19,7,3.5,0.37,158,0.23,white
1211,9,0.054,0.46,0.99848,6.7,67,1212,3.23,5,9.7,0.5,234,0.42,white
4399,10.1,0.047,0.31,0.9934,7.6,41,4400,3.43,6,1.4,0.53,142,0.2,white
4205,9,0.044,0.37,0.9966,7.3,45,4206,3.12,5,8.3,0.47,227,0.29,white
3417,9.1,0.05,0.31,0.99884,7.5,26,3418,3.05,6,13.1,0.53,180,0.24,white
365,10.55,0.031,0.19,0.99704,5.8,28,366,2.97,6,19.4,0.4,106,0.315,white
3612,10.5,0.033,0.23,0.994,7.4,29,3613,3.14,5,7,0.42,126,0.39,white
1823,10.8,0.042,0.34,0.99179,6.1,59.5,1824,3.27,6,2.8,0.47,162,0.31,white
6456,13.9,0.027,0.2,0.98936,5.8,17,6457,3.36,7,2.6,0.78,123,0.32,white
4699,10.7,0.039,0.22,0.9927,6.3,37,4700,3.23,6,3.75,0.5,116,0.23,white
5835,8.7,0.039,0.74,0.9977,7.4,51,5836,3.02,5,10.7,0.43,147,0.31,white
2195,11.5,0.086,0.29,0.99502,7.6,5,2196,3.32,6,2.3,0.62,14,0.5,red
4294,8.9,0.041,0.44,0.99505,6.1,61,4295,3.12,5,6.7,0.4,230,0.27,white
1000,11.4,0.042,0.34,0.99052,6,63,1001,3.44,6,2,0.42,123,0.21,white
5218,10.6,0.077,0.24,0.9948,6.7,18,5219,3.39,6,1.7,0.6,34,0.46,red
3970,10.4,0.033,0.49,0.9923,8.2,28,3971,3,7,1.1,0.68,81,0.18,white
4233,14,0.065,0.45,0.9947,8.8,7,4234,3.32,6,2.6,0.79,18,0.46,red
5479,9.8,0.078,0.02,0.99712,6.9,18,5480,3.4,5,1.9,0.75,30,0.63,red
5699,11.5,0.057,0.49,0.9928,8.2,14,5700,3.19,6,3.5,0.35,108,0.2,white
2294,10,0.092,0.12,0.9994,8.3,12,2295,3.51,5,2.6,0.72,28,0.705,red
2810,12,0.037,0.23,0.99021,5.9,38,2811,3.36,6,1.5,0.49,93,0.2,white
2565,9.4,0.053,0.41,0.99886,7.4,37,2566,3.2,6,14.1,0.63,194,0.4,white
2135,12.6,0.029,0.15,0.9903,7.2,27,2136,3.3,7,2,0.59,87,0.37,white
2258,9.4,0.039,0.04,0.9962,7.7,4,2259,3.4,5,1.6,0.47,9,0.66,red
4056,9.7,0.063,0.1,0.9958,6.8,34,4057,3.41,5,1.7,0.67,53,0.59,red
2193,10.2,0.042,0.5,0.9937,7.4,35,2194,3.45,7,1.8,0.5,127,0.29,white
4729,10,0.079,0.11,0.9968,7.6,12,4730,3.21,5,2.6,0.57,49,0.46,red
2649,9.6,0.056,0.35,0.9998,7.7,31,2650,3.27,5,15.3,0.5,117,0.28,white
6288,9.1,0.041,0.32,0.9969,7.1,66,6289,3.17,6,10.3,0.52,272,0.25,white
1603,10,0.083,0.66,1.0022,12.8,7,1604,3.07,7,5.8,0.73,42,0.615,red
489,12.9,0.04,0.34,0.99,6.8,38,490,3.24,6,2,0.45,111,0.17,white
1247,11.4,0.097,0.49,0.9962,7,33,1248,3.39,6,2.5,0.77,85,0.38,red
4181,9.3,0.076,0.2,0.99494,7.5,36,4182,3.1,5,1.7,0.4,60,0.61,red
5336,9.2,0.065,0.49,0.9937,6.2,17,5337,3.22,6,1.6,0.52,143,0.2,white
1140,10.6,0.038,0.28,0.9926,9.6,12,1141,2.8,5,1.2,0.46,53,0.21,white
5387,9.9,0.147,0.44,0.99836,11.6,36,5388,3.38,4,1.6,0.86,51,0.47,red
2534,9.3,0.055,0.56,1.00047,8.5,47,2535,3.07,6,17.3,0.67,169,0.19,white
148,9.9,0.041,0.34,0.9981,8.5,32,149,3.13,6,13.8,0.4,161,0.28,white
476,11.3,0.041,0.35,0.9914,7.6,7,477,3.06,4,1.2,0.45,106,0.21,white
6203,9.8,0.035,0.31,0.99572,6.7,42,6204,3.08,7,10.6,0.49,143,0.18,white
4886,10,0.07,0.03,0.99575,8,10,4887,3.34,5,1.7,0.57,35,0.52,red
3343,9.566666667,0.094,0.19,0.99713,7.4,19,3344,3.16,6,5.2,0.52,98,0.785,red
1370,12.3,0.037,0.26,0.99727,6.8,45,1371,3.04,6,20.3,0.38,150,0.3,white
448,8.7,0.043,0.26,0.9986,8,41,449,3.03,6,14,0.57,248,0.25,white
531,9.1,0.05,0.34,0.9953,6.8,5,532,3.19,5,6,0.4,129,0.32,white
174,11.5,0.039,0.28,0.99355,7,32,175,3.05,7,10.6,0.55,117,0.22,white
5884,10.9,0.032,0.46,0.993,8.6,13,5885,2.89,5,6.1,0.34,41,0.27,white
595,9,0.051,0.28,0.99792,7,29,596,2.96,7,14.7,0.39,149,0.15,white
2521,9.3,0.122,0.49,1.001,8.5,34,2522,3.31,5,6.1,1.14,151,0.655,red
5689,9.3,0.074,0.14,0.9937,7.6,25,5690,3.05,5,1.5,0.51,168,0.67,white
5227,10,0.048,0.23,0.99382,6.3,44,5228,3.08,5,5.7,0.54,147,0.17,white
5461,9.6,0.048,0.46,0.9974,8.4,39,5462,3.14,6,8.7,0.59,197,0.27,white
4604,10.7,0.061,0.35,0.9965,7.4,12,4605,3.48,6,5.7,0.69,94,0.37,white
935,12.4,0.027,0.37,0.99086,6.9,38,936,3.19,6,6.1,0.34,112,0.24,white
4470,9.6,0.071,0.18,0.99761,7.2,12,4471,3.52,6,2.1,0.72,31,0.5,red
865,9.6,0.082,0.04,0.9976,8.4,10,866,3.22,5,2,0.44,22,0.56,red
1814,11.3,0.091,0.07,0.99572,7,15,1815,3.38,6,2.5,0.6,21,0.69,red
4540,12.4,0.035,0.29,0.9895,5.2,64,4541,3.19,8,5.15,0.34,138,0.285,white
708,13,0.038,0.26,0.99,6.8,27,709,3.11,7,5.7,0.27,130,0.52,white
462,9.8,0.05,0.51,0.9929,6.1,61,463,3.08,6,2.2,0.6,154,0.26,white
4239,10.7,0.035,0.29,0.99142,6.4,44,4240,3.17,7,1.1,0.55,140,0.105,white
584,10.8,0.063,0,0.9914,6.1,36,585,3.27,6,1.6,0.67,87,0.41,white
662,9.7,0.127,0.5,0.99212,5.8,63,663,3.1,5,1,0.45,178,0.36,white
3822,10.1,0.084,0.31,0.99824,6.8,26,3823,3.38,6,8.8,0.64,45,0.41,red
5602,13.1,0.036,0.3,0.98922,6.1,30,5603,3.31,7,3,0.4,124,0.33,white
3593,10.7,0.038,0.35,0.99546,6.9,49,3594,3,6,13.5,0.63,118,0.19,white
1883,10.3,0.083,0.31,0.99718,6.6,7,1884,3.35,5,6.1,0.68,49,0.64,red
4797,12.1,0.064,0.14,0.99323,7.2,15,4798,3.35,6,2.1,0.61,29,0.53,red
2867,8.4,0.052,0.23,0.99429,6.2,34,2868,3.16,5,3.3,0.48,113,0.31,white
5995,9.2,0.056,0.64,0.9972,7.1,12,5996,3.05,5,13.2,0.39,105,0.33,white
5181,11.4,0.034,0.25,0.99082,6.6,23,5182,3.05,6,2.35,0.41,87,0.425,white
6056,12.7,0.033,0.31,0.98984,5.9,45,6057,3.35,6,1.8,0.5,142,0.21,white
5694,9.7,0.079,0.5,0.9997,9.6,28,5695,3.5,5,2.3,0.57,71,0.6,red
4582,10.9,0.073,0.4,0.99556,9.7,14,4583,3.14,6,1.5,0.51,21,0.295,red
983,11.5,0.035,0.17,0.98964,4.9,60,984,3.27,6,1.9,0.35,148,0.47,white
1169,11.8,0.047,0.56,0.99471,10.3,3,1170,3.16,6,1.4,0.51,8,0.27,red
1810,10.3,0.043,0.44,0.9932,7.6,25,1811,3.11,6,1.4,0.75,109,0.16,white
403,12.5,0.036,0.3,0.99028,6.5,34,404,3.25,7,3.8,0.63,88,0.33,white
3100,12.2,0.036,0.29,0.99168,7,41,3101,3.38,6,4.9,0.43,150,0.32,white
6407,10.3,0.042,0.29,0.99304,6.3,44,6408,3.19,6,5.5,0.47,189,0.19,white
4419,9.9,0.08,0.26,0.99622,7.8,31,4420,3.21,5,2,0.52,131,0.6,red
1434,10.8,0.05,0.28,0.9918,5.9,20,1435,3.43,6,1.9,0.64,78,0.13,white
2046,9,0.059,0.46,1.0004,8.1,32,2047,3.27,4,15.4,0.58,177,0.28,white
89,9.8,0.102,0.07,1.00015,9.9,32,90,3.31,5,3.4,0.71,71,0.59,red
2977,10.9,0.047,0.2,0.9955,7.7,15,2978,3.36,5,2,0.44,60,0.96,red
797,10.6,0.04,0.34,0.9932,7.9,29,798,3.14,6,1.2,0.41,118,0.2,white
1720,11.2,0.066,0.73,0.9986,11.1,6,1721,3.17,6,3.2,0.66,22,0.45,red
4359,10.8,0.036,0.25,0.99362,6.6,21,4360,3.06,6,8,0.38,124,0.3,white
4116,10,0.048,0.27,0.9938,6,40,4117,3.64,7,1.9,0.54,170,0.24,white
1350,12,0.038,0.34,0.9909,6.2,85,1351,3.33,7,1.7,0.86,153,0.16,white
2382,13.2,0.015,0.25,0.98963,7,14,2383,2.82,6,5.7,0.59,73,0.36,white
859,9.9,0.074,0.49,0.9976,12,10,860,2.98,7,1.9,0.66,21,0.28,red
5150,10.6,0.049,0.48,0.9931,7.7,36,5151,3.17,6,2.3,0.64,178,0.29,white
6477,9,0.084,0.41,0.9993,6.5,59,6478,3.18,5,16.8,0.58,222,0.46,white
832,9,0.081,0.25,0.9984,7.8,14,833,3.43,6,1.9,0.65,38,0.52,red
6103,10.2,0.055,0.35,0.99576,7.7,25,6104,3.24,6,5.8,0.54,144,0.18,white
2673,11.8,0.039,0.35,0.99056,6.3,43,2674,3.34,6,2.3,0.44,109,0.24,white
4272,12.4,0.027,0.41,0.99063,6.6,14,4273,3.27,6,2,0.63,79,0.33,white
5159,10.9,0.062,0.34,0.9974,8.2,8,5160,3.22,6,5.1,0.94,22,0.24,red
407,10.7,0.06,0.37,0.9936,7.5,18,408,3.54,5,1.5,0.88,75,0.17,white
6325,8.7,0.056,0.3,0.99825,7.4,33,6326,2.9,7,13.7,0.44,168,0.16,white
2752,10.2,0.044,0.41,0.99742,6.8,79.5,2753,3.24,6,12.9,0.78,183,0.15,white
1777,11,0.038,0.36,0.9928,7.9,11,1778,3.25,5,1.6,0.48,124,0.35,white
1969,11.4,0.061,0.06,0.9948,6.9,12,1970,3.51,4,2.1,0.43,31,1.09,red
6210,12.2,0.079,0.03,0.9963,6.6,6,6211,3.52,5,7.8,0.5,12,0.8,red
2264,9,0.067,0.36,0.9976,7.4,53,2265,3.01,6,13.2,0.48,178,0.25,white
3287,12,0.036,0.37,0.98942,5.8,31,3288,3.16,6,1.1,0.48,96,0.18,white
1123,11.2,0.081,0.37,0.99674,10.7,17,1124,3.12,6,1.9,0.65,29,0.4,red
1588,9,0.076,0.61,1,10.4,11,1589,3.16,5,2.6,0.69,24,0.575,red
4790,10.1,0.146,0.47,0.99224,6.2,28,4791,3.23,5,1.2,0.51,105,0.27,white
5500,9.4,0.045,0.26,0.998365,6,53,5501,2.99,6,14.7,0.69,125,0.2,white
6245,11.8,0.038,0.34,0.9921,6.8,31,6246,3.24,6,5.1,0.46,99,0.24,white
6160,9,0.058,0.38,0.9979,7.2,55,6161,3.09,6,14.3,0.44,194,0.23,white
6171,10.5,0.09,0.31,0.9966,9.4,13,6172,3.07,6,2.2,0.63,62,0.4,red
556,8.7,0.059,0.25,0.99769,6.2,33,557,3.14,6,12.1,0.56,171,0.34,white
1663,9.8,0.044,0.41,0.9954,6.7,50,1664,3.14,6,9.1,0.58,166,0.2,white
3530,10.4,0.045,0.28,0.9954,7,37,3531,3.25,6,8.7,0.54,222,0.21,white
4304,10.4,0.038,0.33,0.9954,6.9,33,4305,3.04,6,12.7,0.65,116,0.31,white
4146,9.3,0.059,0.51,0.9994,12.4,6,4147,3.04,6,2,0.6,24,0.4,red
4429,11.2,0.102,0.13,0.9944,7.8,17,4430,3.24,6,2.1,0.53,36,0.58,red
4301,9.5,0.07,0.18,0.99768,7.3,12,4302,3.52,6,2.1,0.73,28,0.51,red
2173,8.9,0.055,0.38,1.0004,8.4,51,2174,3.34,6,11.8,0.82,170,0.2,white
5154,10.1,0.034,0.2,0.9944,6.4,18,5155,3.33,5,5.7,0.43,117,0.35,white
3855,8.8,0.044,0.32,0.99975,8.7,35,3856,3.12,7,13.4,0.47,169,0.23,white
3268,10.4,0.033,0.2,0.9938,6.1,25,3269,3.3,6,6.6,0.69,137,0.38,white
5610,10.5,0.042,0.32,0.99456,6.9,30,5611,3.4,6,7.9,0.39,130,0.19,white
408,9.3,0.049,0.22,0.9966,7.6,57,409,3.08,6,10.2,0.4,191,0.3,white
4147,9.8,0.08,0.03,0.99745,7.2,17,4148,3.53,6,2.2,0.58,88,0.63,red
2894,12,0.034,0.37,0.98952,6.9,36,2895,2.93,6,1.8,0.59,95,0.16,white
1314,9.4,0.049,0.27,0.99502,6.7,8,1315,3.16,4,7.1,0.38,178,0.54,white
347,9,0.053,0.57,0.99732,8,18,348,3.12,5,10.4,0.68,134,0.27,white
2005,11.6,0.047,0.3,0.99152,6.9,13,2006,3.16,6,2,0.51,117,0.17,white
4727,9.2,0.054,0.23,0.9971,7.8,42,4728,3.02,6,8.8,0.58,215,0.42,white
2621,9.1,0.05,0.34,0.99554,8.9,4,2622,3.12,6,1.4,0.48,10,0.84,red
250,10.4,0.037,0.6,0.99255,6.9,6,251,2.92,4,4,0.59,122,0.19,white
5369,9.5,0.046,0.26,0.99775,6.2,57,5370,3.17,6,13.4,0.43,206,0.3,white
5488,9,0.058,0.38,0.9979,7.2,55,5489,3.09,6,14.3,0.44,194,0.23,white
4934,9.5,0.091,0.1,0.99888,9.2,12,4935,3.31,6,3,0.54,48,0.67,red
6249,10.4,0.029,0.52,0.9918,7,5,6250,3.07,5,1.7,0.43,61,0.31,white
6033,12.3,0.058,0.22,0.9946,5.8,42,6034,3.32,6,12.7,0.38,206,0.27,white
2776,10.6,0.091,0.09,0.9976,8.7,20,2777,3.34,7,2.5,0.86,49,0.52,red
3701,10.8,0.033,0.27,0.9959,8.4,37,3702,2.99,6,12.15,0.39,116,0.58,white
333,9,0.062,0.3,0.99808,6.8,19,334,3,7,12.8,0.52,171,0.18,white
410,10.6,0.076,0.33,0.9921,8.5,17,411,3.14,6,1,0.46,57,0.16,white
480,12.4,0.027,0.73,0.99,6.6,21,481,3.12,6,2.2,0.48,92,0.29,white
1157,10.4,0.061,0.38,0.99192,7.2,12,1158,3.18,5,1.5,0.46,120,0.26,white
1088,12.8,0.035,0.28,0.98868,6.3,18,1089,3.1,7,2.5,0.47,73,0.36,white
2525,11.1,0.036,0.13,0.99312,6.9,19,2526,3.09,4,6.3,0.25,50,0.75,white
437,9,0.055,0.28,0.9986,7.2,55,438,3.12,7,14.4,0.38,205,0.25,white
6311,8.7,0.051,0.66,0.9976,7.4,77,6312,3.05,5,10.8,0.46,194,0.41,white
50,10,0.049,0.2,0.99378,5.6,18,51,3.21,5,2.2,0.68,134,0.295,white
2549,12.2,0.035,0.48,0.99121,6.3,35,2550,3.49,6,1.8,0.74,96,0.48,white
5061,9.1,0.049,0.34,0.9968,6.7,29,5062,3.22,5,9.2,0.51,150,0.41,white
1925,9.4,0.065,0.39,0.9974,7.5,29,1926,3.16,5,12.4,0.39,119,0.33,white
2398,8.8,0.037,0.46,0.9986,7,61,2399,2.94,6,15.55,0.35,171,0.26,white
886,12.5,0.052,0.45,0.9948,8.9,6,887,3.35,6,1.9,0.7,16,0.43,red
5287,9.9,0.084,0.11,0.9979,8.6,12,5288,3.4,5,2.3,0.48,31,0.8,red
4212,10.5,0.036,0.12,0.99239,5.8,57,4213,3.38,6,1.6,0.59,163,0.3,white
6362,9.5,0.053,0.37,0.9992,6.9,59,6363,3.37,7,15,0.82,178,0.22,white
4811,9.5,0.168,0.4,0.99782,7.9,19,4812,3.06,5,10.1,0.62,184,0.46,white
6452,12,0.033,0.3,0.98986,5.9,35,6453,3.36,7,1.5,0.56,95,0.37,white
